aachen	10.343909263897597
aad	9.650762083337654
aan	9.650762083337654
abac	9.245296975229488
abandon	10.343909263897597
abbrevi	9.245296975229488
abd	10.343909263897597
abel	9.650762083337654
aber	10.343909263897597
aberr	8.397999114842285
abil	8.397999114842285
abing	9.245296975229488
abl	8.552149794669543
ablat	10.343909263897597
abnorm	6.788561202408184
aboard	9.650762083337654
abomb	10.343909263897597
abrad	9.245296975229488
abraham	10.343909263897597
abridg	10.343909263897597
abrupt	8.734471351463498
abruptli	8.957614902777706
abscissa	9.650762083337654
absenc	6.706323104171212
absent	8.552149794669543
absolut	7.011704753722394
absorb	6.216774878852506
absorpt	4.588167050310686
abstract	6.472708252989707
abu	9.650762083337654
abund	8.552149794669543
academi	8.734471351463498
acceler	6.336576078665127
acceleromet	10.343909263897597
accentu	10.343909263897597
accept	7.011704753722394
acceptor	8.734471351463498
access	7.6358590627953875
accessori	10.343909263897597
accident	10.343909263897597
accommod	9.650762083337654
accomod	10.343909263897597
accompani	6.515267867408503
accomplish	8.264467722217763
accord	6.283466253351179
accordingli	10.343909263897597
account	4.457805232447442
accret	10.343909263897597
accross	10.343909263897597
accumul	7.571320541657816
accur	5.8221206868485575
accuraci	5.548118718300857
ace	8.957614902777706
acetaldehyd	10.343909263897597
aceton	10.343909263897597
achiev	5.39514937351943
achimota	10.343909263897597
acid	8.264467722217763
acknowledg	10.343909263897597
acm	10.343909263897597
acoust	6.515267867408503
acousto	9.650762083337654
acoustoelectr	10.343909263897597
acquir	8.397999114842285
across	5.878001145243014
act	6.452088965786971
action	5.8221206868485575
activ	4.585007490020317
actual	6.431886258469452
actuat	8.734471351463498
acut	10.343909263897597
ada	10.343909263897597
adam	9.245296975229488
adapt	6.847401702431117
adcock	9.650762083337654
add	8.957614902777706
addam	10.343909263897597
addendum	8.397999114842285
adder	7.704851934282339
addit	5.748789413763008
address	8.146684686561379
adduc	9.245296975229488
ade	10.343909263897597
adelaid	8.552149794669543
adeli	8.957614902777706
adequ	7.252866810539282
adhes	8.957614902777706
adiabat	8.264467722217763
adjac	7.299386826174175
adjoin	9.650762083337654
adjoint	10.343909263897597
adjust	5.949460109225159
adjustabl	10.343909263897597
adler	9.245296975229488
administr	10.343909263897597
admir	9.650762083337654
admira	10.343909263897597
admitt	6.200774537506065
admixtur	10.343909263897597
adopt	7.085812725876116
adsorb	8.397999114842285
adsorpt	9.650762083337654
advanc	6.680347617767952
advanect	10.343909263897597
advantag	5.8221206868485575
advers	8.957614902777706
advic	9.650762083337654
advisori	10.343909263897597
advoc	10.343909263897597
aee	10.343909263897597
aerial	5.381064633637691
aeriel	10.343909263897597
aerobe	9.650762083337654
aerodynam	9.245296975229488
aerolen	10.343909263897597
aerolog	10.343909263897597
aeromagnet	10.343909263897597
aeromagnetomet	10.343909263897597
aeronaut	9.245296975229488
aeronom	10.343909263897597
aeronomi	10.343909263897597
aerosol	10.343909263897597
aether	8.734471351463498
afbmd	10.343909263897597
afc	8.552149794669543
affect	6.283466253351179
affin	9.245296975229488
afford	7.704851934282339
afghanistan	10.343909263897597
africa	7.4535375060014335
afterglow	8.041324170903552
afternoon	7.704851934282339
agassiz	10.343909263897597
agc	8.552149794669543
age	7.704851934282339
agenc	9.245296975229488
agent	8.397999114842285
aggreg	10.343909263897597
agit	8.734471351463498
agl	10.343909263897597
agre	5.961882629223717
agreement	4.918959246416195
agrimet	10.343909263897597
aguilar	10.343909263897597
agwac	10.343909263897597
ahalwo	10.343909263897597
ahead	9.245296975229488
ahmedabad	7.946013991099227
aid	7.011704753722394
aiee	8.957614902777706
aim	9.245296975229488
air	5.374095964321597
airboard	10.343909263897597
airborn	7.299386826174175
aircraft	7.399470284731158
aircrew	10.343909263897597
airflow	10.343909263897597
airglow	7.011704753722394
airi	9.650762083337654
airlin	10.343909263897597
akgun	10.343909263897597
akita	9.650762083337654
alarm	9.245296975229488
alaska	7.6358590627953875
albedo	7.946013991099227
albert	10.343909263897597
alcohol	8.397999114842285
alent	10.343909263897597
alert	10.343909263897597
alexanderson	10.343909263897597
alfven	7.946013991099227
algebra	6.760390325441488
algorithm	9.650762083337654
alibag	8.957614902777706
align	6.732991351253373
aliphat	9.650762083337654
alkali	8.146684686561379
